party_rk,purchase_sum,russian_region_nm,russian_region_cd,timediff_to_msk_hour_cnt,russian_federal_district_cd
2365199,307557.22,Москва,077,0,001
87967883,95377.92,Москва,077,0,001
329311981,190664.94,Москва,077,0,001
231324465,739299.71,Москва,077,0,001
220883015,330671.66,Москва,077,0,001
88783268,3255201.69234,Москва,077,0,001
169085283,49739.88,Москва,077,0,001
288216555,182734.13,Москва,077,0,001
140222850,1600624.57,Москва,077,0,001
169408596,6625.87,Кемеровская область,042,4,007
120679801,641474.71,Москва,077,0,001
167923336,1224624.38745,Москва,077,0,001
296209805,351047.67186,Москва,077,0,001
169427306,190940.96,Москва,077,0,001
136284518,1195660.03136,Москва,077,0,001
3866757,699889.61089,Москва,077,0,001
323405234,9405.0,Кемеровская область,042,4,007
302476913,6790.71601,Москва,077,0,001
345964850,2075.79,Москва,077,0,001
295514758,2535.46,Москва,077,0,001
265126548,1485.44,Москва,077,0,001
2896966,712484.18,Москва,077,0,001
16199146,1166843.07,Москва,077,0,001
344413361,176091.09,Москва,077,0,001
10643421,491413.98,Москва,077,0,001
122433189,455392.31,Москва,077,0,001
343796843,216402.55,Москва,077,0,001
274060471,400434.95,Москва,077,0,001
121911274,566560.62,Москва,077,0,001
310925783,151803.11,Москва,077,0,001
151253082,237551.68721,Мурманская область,051,0,002
142420099,1334816.72225,Москва,077,0,001
113737919,65031.49,Москва,077,0,001
265242959,82690.8,Москва,077,0,001
316960422,76914.5,Москва,077,0,001
244281098,43879.09,Москва,077,0,001
259886688,998374.07,Москва,077,0,001
207370844,114265.7,Москва,077,0,001
121871333,192769.25,Москва,077,0,001
119641709,65540.48,Москва,077,0,001
319436358,59370.0,Москва,077,0,001
328096864,1240.0,Москва,077,0,001
155687316,232952.82,Москва,077,0,001
321695750,39897.35,Москва,077,0,001
244409572,678438.68,Москва,077,0,001
213987833,371.5,Москва,077,0,001
127873980,776048.16,Москва,077,0,001
319978186,19309.22,Москва,077,0,001
265561286,74819.68,Москва,077,0,001
322452710,13780.21,Москва,077,0,001
68504379,580008.15,Москва,077,0,001
317858814,54867.73,Москва,077,0,001
292910783,380620.66,Москва,077,0,001
304715274,48755.99,Москва,077,0,001
142483183,34837.59,Мурманская область,051,0,002
17575948,29920.87,Москва,077,0,001
328161268,1580.98,Москва,077,0,001
142012188,560900.19,Москва,077,0,001
114702716,853163.24995,Москва,077,0,001
290132147,22937.0,Москва,077,0,001
273510502,164450.36,Москва,077,0,001
284645098,221509.61,Москва,077,0,001
156834981,27207.74,Москва,077,0,001
328128242,3030.0,Москва,077,0,001
246241719,29691.2,Москва,077,0,001
143460008,84282.76966,Москва,077,0,001
313147117,120388.55765,Москва,077,0,001
355147333,16368.75,Москва,077,0,001
213208142,483810.07,Москва,077,0,001
155196554,25179.35,Московская область,050,0,001
58635673,181979.32,Московская область,050,0,001
160634812,361725.07,Московская область,050,0,001
146098953,73388.18,Московская область,050,0,001
359593490,40627.84,Московская область,050,0,001
278115406,20421.93,Московская область,050,0,001
130355731,10838.6,Московская область,050,0,001
137861569,1581.99,Ярославская область,076,0,001
346515140,126692.73,Московская область,050,0,001
160629921,440316.26,Московская область,050,0,001
2871119,20808.91,Московская область,050,0,001
297744991,274660.5,Московская область,050,0,001
149793601,195663.2,Московская область,050,0,001
333460592,135764.78,Московская область,050,0,001
96685378,229401.0,Московская область,050,0,001
340628644,116339.95,Московская область,050,0,001
261512816,14408.05,Московская область,050,0,001
116419996,50479.54,Московская область,050,0,001
308633810,152658.54,Московская область,050,0,001
278033125,25609.0,Московская область,050,0,001
362958422,19604.0,Кировская область,043,0,005
216169129,296842.44132,Московская область,050,0,001
144815188,9104.56,Кировская область,043,0,005
371629940,40032.0,Московская область,050,0,001
326820649,15575.0,Московская область,050,0,001
316392606,677911.08,Московская область,050,0,001
331463273,4708.5,Московская область,050,0,001
258104229,65687.72,Московская область,050,0,001
268666064,190609.76,Московская область,050,0,001
1255333,279.0,Московская область,050,0,001
149664199,346428.81,Ярославская область,076,0,001
236689080,93867.88,Московская область,050,0,001
287717295,165010.43,Московская область,050,0,001
320220519,51027.20704,Московская область,050,0,001
70698233,147362.61,Московская область,050,0,001
153159383,23330.85,Московская область,050,0,001
211818185,211233.46,Московская область,050,0,001
295744222,64257.66,Кировская область,043,0,005
126539055,832647.76,Московская область,050,0,001
244139774,585934.6,Московская область,050,0,001
281025667,10863.0,Ярославская область,076,0,001
257148864,555052.53,Московская область,050,0,001
249182596,180769.36,Московская область,050,0,001
30970108,348413.89,Московская область,050,0,001
216414445,31857.98,Московская область,050,0,001
158700022,725475.28,Московская область,050,0,001
164569520,486469.5178,Московская область,050,0,001
215272169,27901.49,Московская область,050,0,001
153049837,10931.13,Московская область,050,0,001
155501517,58821.12,Московская область,050,0,001
254071922,139539.03,Московская область,050,0,001
216887724,16523.54,Московская область,050,0,001
337878920,217583.0,Московская область,050,0,001
260189562,3235.88,Московская область,050,0,001
231945346,555802.65,Московская область,050,0,001
306524289,233171.99568,Кировская область,043,0,005
121412145,2097.47,Московская область,050,0,001
319645388,543000.0,Московская область,050,0,001
132332090,2934.31,Московская область,050,0,001
333163038,8832.71,Ярославская область,076,0,001
160270285,398327.85,Московская область,050,0,001
344651111,11465.55,Московская область,050,0,001
337674031,14570.33,Московская область,050,0,001
142517436,916622.64,Московская область,050,0,001
130050565,19930.2,Московская область,050,0,001
139361197,9380.54,Московская область,050,0,001
132800091,33313.59,Ярославская область,076,0,001
119222121,52990.99,Московская область,050,0,001
142709068,31223.25,Московская область,050,0,001
318465970,60579.7,Московская область,050,0,001
222864569,23288.0,Московская область,050,0,001
149704332,60874.15,Московская область,050,0,001
207116466,19207.68,Московская область,050,0,001
137245258,159326.89,Московская область,050,0,001
233580018,70436.67,Ярославская область,076,0,001
254454319,24341.16,Московская область,050,0,001
229947609,59918.84,Московская область,050,0,001
336526352,290227.21,Московская область,050,0,001
362117379,15810.0,Московская область,050,0,001
108058087,4854.47,Московская область,050,0,001
311986455,4963.58,Ярославская область,076,0,001
238255159,855956.51,Московская область,050,0,001
328436135,89.0,Кировская область,043,0,005
288587655,38280.92,Московская область,050,0,001
289894486,44826.32,Московская область,050,0,001
344669690,31974.76235,Ярославская область,076,0,001
289043828,409152.9,Московская область,050,0,001
234311417,120150.33,Московская область,050,0,001
359619165,22601.0,Московская область,050,0,001
134955491,1999.85,Московская область,050,0,001
141780391,558323.01,Московская область,050,0,001
116085488,16990.0,Московская область,050,0,001
345273889,7630.91,Московская область,050,0,001
125936867,410848.4,Московская область,050,0,001
318163256,28639.51,Ярославская область,076,0,001
307300918,121374.01,Московская область,050,0,001
266775959,1252430.09481,Ярославская область,076,0,001
235398637,857065.21,Московская область,050,0,001
329570024,15467.0,Московская область,050,0,001
164225049,81337.4,Московская область,050,0,001
130014482,885971.15114,Московская область,050,0,001
144653986,779278.86,Московская область,050,0,001
363418323,12862.34,Ярославская область,076,0,001
155572317,1470560.39,Московская область,050,0,001
270504132,6748.42,Московская область,050,0,001
246251620,380634.2,Московская область,050,0,001
286803359,16996.19,Кировская область,043,0,005
157626212,193543.8,Московская область,050,0,001
331130974,987.5,Московская область,050,0,001
258219246,337955.16,Московская область,050,0,001
256468376,84430.14,Московская область,050,0,001
262555577,195300.38,Московская область,050,0,001
300843764,13399.0,Московская область,050,0,001
274759976,38825.39,Московская область,050,0,001
299760472,215436.29,Московская область,050,0,001
301638651,22180.66,Ярославская область,076,0,001
268360589,958011.11,Московская область,050,0,001
110972861,135498.20536,Московская область,050,0,001
343905149,1725.52,Московская область,050,0,001
350612502,17333.69,Московская область,050,0,001
335065501,42587.47,Московская область,050,0,001
117498508,194567.61,Кировская область,043,0,005
276495690,95290.95,Москва,077,0,001
334513083,17619.78,Москва,077,0,001
346250400,19099.99,Москва,077,0,001
253786593,287066.91,Москва,077,0,001
265440408,276264.91,Мурманская область,051,0,002
4129609,309328.47,Москва,077,0,001
243444666,679360.46,Москва,077,0,001
127692484,326300.29387,Москва,077,0,001
260456803,131452.30172,Москва,077,0,001
271974347,1391.83,Москва,077,0,001
239647030,2962.68,Москва,077,0,001
343144301,38773.27,Москва,077,0,001
17110334,2620908.61,Москва,077,0,001
215674563,406156.03,Москва,077,0,001
119030611,267807.58,Москва,077,0,001
253978902,17045.51,Москва,077,0,001
145526590,972157.44,Москва,077,0,001
259259308,1199973.04075,Москва,077,0,001
293699508,125469.61,Москва,077,0,001
281297975,352047.8,Москва,077,0,001
164859999,155963.0,Москва,077,0,001
154230700,12142.8,Москва,077,0,001
145953920,493887.48108,Москва,077,0,001
307986666,16807.01,Москва,077,0,001
169312601,839.97,Москва,077,0,001
302257257,26645.53,Москва,077,0,001
125806741,664970.53,Москва,077,0,001
275415546,315467.38,Москва,077,0,001
275360938,29546.21,Москва,077,0,001
211662173,9390.41,Москва,077,0,001
335772266,49930.11,Москва,077,0,001
131836716,129865.0,Москва,077,0,001
265019585,620525.41,Москва,077,0,001
277818261,30115.87,Кемеровская область,042,4,007
263254365,25312.94,Москва,077,0,001
270937317,519625.59,Москва,077,0,001
3103916,74800.09,Москва,077,0,001
206333983,236870.92,Москва,077,0,001
265871199,723065.56,Москва,077,0,001
267362746,2301.74,Москва,077,0,001
359903749,36714.81,Москва,077,0,001
145195682,124452.15,Москва,077,0,001
115766455,1069994.57,Москва,077,0,001
20863317,300.0,Москва,077,0,001
154985871,34134.05,Кемеровская область,042,4,007
132407561,1677682.00652,Москва,077,0,001
139234953,77676.27,Москва,077,0,001
265513479,5522.0,Москва,077,0,001
157611969,362677.67,Москва,077,0,001
319734557,101656.02,Москва,077,0,001
32723143,90926.01,Москва,077,0,001
284945134,49707.7,Москва,077,0,001
338440074,140765.43228,Москва,077,0,001
280738681,510510.08778,Москва,077,0,001
323752779,255422.47,Москва,077,0,001
120233550,57445.12,Москва,077,0,001
1954053,373408.56922,Кемеровская область,042,4,007
217556235,166263.63,Москва,077,0,001
216855273,106438.24,Москва,077,0,001
311641863,33888.49,Москва,077,0,001
367001402,25890.93,Москва,077,0,001
236641869,198759.02,Москва,077,0,001
236146822,1382692.55305,Москва,077,0,001
292967363,99252.0,Кемеровская область,042,4,007
336294104,23900.0,Москва,077,0,001
248421591,10895.27,Москва,077,0,001
276039470,7410.15,Москва,077,0,001
329035073,3759.4,Москва,077,0,001
211804766,33025.06,Мурманская область,051,0,002
328137940,5660.0,Москва,077,0,001
146204146,786199.90749,Москва,077,0,001
255570511,439491.44,Москва,077,0,001
324916439,6147.44,Москва,077,0,001
286047061,133575.61,Москва,077,0,001
38320257,368143.55,Москва,077,0,001
342290348,62392.6,Кемеровская область,042,4,007
268562160,9524.84,Москва,077,0,001
104438705,60619.26,Москва,077,0,001
306777300,63535.0,Москва,077,0,001
318751607,48909.54,Москва,077,0,001
265653166,824629.59,Москва,077,0,001
280605308,307788.26866,Москва,077,0,001
290307346,338651.7,Москва,077,0,001
255822929,170136.7,Москва,077,0,001
69170256,1512848.84,Москва,077,0,001
236528800,156383.55,Москва,077,0,001
150720461,44515.02,Москва,077,0,001
282035814,8531.0,Москва,077,0,001
334763142,18345.0,Кемеровская область,042,4,007
160717147,13651.6,Кемеровская область,042,4,007
115854526,370744.08955,Москва,077,0,001
157184242,650523.01,Мурманская область,051,0,002
1676087,136303.19,Москва,077,0,001
230226203,662236.65,Москва,077,0,001
323760338,17948.0,Москва,077,0,001
368665183,46652.28,Москва,077,0,001
261365707,2948.27,Москва,077,0,001
153919568,808092.52493,Москва,077,0,001
114720385,12336.9,Москва,077,0,001
125767962,339491.8732,Москва,077,0,001
282954197,59786.49362,Москва,077,0,001
270681900,95327.5,Москва,077,0,001
150226055,101313.98,Кемеровская область,042,4,007
337575129,29684.0,Москва,077,0,001
310591562,119241.89,Москва,077,0,001
117967950,1950196.24,Москва,077,0,001
293497560,387544.46,Москва,077,0,001
367802588,75797.14,Москва,077,0,001
270178987,4850.0,Москва,077,0,001
125484044,524037.75616,Москва,077,0,001
19823758,438324.07,Москва,077,0,001
162125812,543975.52,Москва,077,0,001
269745874,51875.09,Москва,077,0,001
243177433,235467.33,Москва,077,0,001
268367493,35002.94,Москва,077,0,001
16560180,123666.14,Москва,077,0,001
157794886,2537.61,Москва,077,0,001
109433565,312786.7,Москва,077,0,001
315260076,756848.86239,Москва,077,0,001
363358716,7828.03,Кемеровская область,042,4,007
109768549,150421.89246,Москва,077,0,001
365194026,113275.41,Москва,077,0,001
279747744,1070524.24838,Москва,077,0,001
273409910,102364.71,Кемеровская область,042,4,007
371641253,1729.72,Москва,077,0,001
157261147,93356.25,Москва,077,0,001
248914650,633672.32,Москва,077,0,001
253697525,245658.1,Москва,077,0,001
341849128,365529.82,Москва,077,0,001
141649672,443988.75,Москва,077,0,001
289019888,915000.0,Москва,077,0,001
328151154,2050.0,Москва,077,0,001
117239073,792676.84,Москва,077,0,001
151682012,135386.43,Москва,077,0,001
137221121,1243614.86227,Москва,077,0,001
351028926,1086.0,Москва,077,0,001
4521000,358836.8,Москва,077,0,001
263324309,2475241.20232,Москва,077,0,001
223863781,646661.84,Москва,077,0,001
219542040,248268.6,Москва,077,0,001
292313119,288161.23,Москва,077,0,001
302227561,279225.35,Москва,077,0,001
332329850,252680.04,Москва,077,0,001
233530795,186412.19,Кемеровская область,042,4,007
349041110,7355.63,Москва,077,0,001
267690450,46240.01,Москва,077,0,001
153945210,34960.17,Москва,077,0,001
232994322,880589.49,Москва,077,0,001
253907882,35044.9,Москва,077,0,001
117678266,46234.73,Кемеровская область,042,4,007
139081970,226637.72,Москва,077,0,001
599553825,32562.08,,,,
545778447,116079.48,,,,
754477675,70938.96,,,,
304760310,12328.19,,,,
249246525,8805.46,,,,
292835458,852.0,,,,
223451837,61112.2,,,,
700711253,1202.9,,,,
219150589,66440.9,,,,
214454220,53457.46,,,,
701206781,24630.26,,,,
371882406,11476.39,,,,
246294573,204492.49,,,,
758443779,550.0,,,,
701577945,72027.77,,,,
571872514,22999.0,,,,
701192586,14549.0,,,,
571858919,1114.66,,,,
699040127,14261.02,,,,
296708430,13300.0,,,,
635377444,38495.75,,,,
561087715,155558.95,,,,
699316296,28687.92,,,,
237984537,85942.46,,,,
319768177,492600.0,,,,
243743175,83337.3,,,,
618142050,9478.71,,,,
516234621,19064.33,,,,
554627427,50.0,,,,
743590814,14787.0,,,,
638656789,42057.0,,,,
390140270,40261.01,,,,
375069844,14092.93,,,,
762877452,166979.71,,,,
547218954,47383.07,,,,
535441853,214582.31,,,,
125908226,434834.07,,,,
623579988,32547.0,,,,
681079590,92982.42,,,,
294150535,897450.0,,,,
784228696,13668.0,,,,
559916553,6900.0,,,,
505170692,26994.0,,,,
539346054,117800.67,,,,
511965967,40107.13,,,,
539582419,36555.44,,,,
428044636,16990.0,,,,
391173198,40.0,,,,
283207400,29778.76,,,,
265257800,261741.7,,,,
306151761,35249.44,,,,
266519027,4799.0,,,,
702252360,331515.69,,,,
724559371,9683.86,,,,
509834976,17278.09,,,,
261533155,4807.12,,,,
553296696,24681.92,,,,
632898685,13139.74,,,,
543109818,21986.75,,,,
337904606,645.79,,,,
380880584,11188.0,,,,
68544000,1852218.8367,,,,
404653221,10999.0,,,,
233174302,730696.63,,,,
511732961,25010.94,,,,
517329483,1268.7,,,,
154705109,17453.0,,,,
611980822,34470.72,,,,
592259832,12208.0,,,,
759810439,89.94,,,,
2127755,70386.11,,,,
697079134,17039.09,,,,
752348972,11301.93,,,,
531048098,6574.2,,,,
275690740,50700.59,,,,
423973052,1200.85,,,,
430764498,15798.0,,,,
116683278,627372.35,,,,
257048320,3500.0,,,,
593406025,37683.0,,,,
271061150,1014.0,,,,
777216360,11369.0,,,,
629709395,2916.74,,,,
534599133,19359.32,,,,
677977291,47328.79,,,,
426256625,45272.97,,,,
791203891,87717.46,,,,
515519929,11959.08,,,,
261224698,90711.59,,,,
764904753,123240.0,,,,
534585259,24800.0,,,,
513483003,28514.86,,,,
552746048,66814.02,,,,
560214872,18275.84,,,,
529877038,197815.54,,,,
688557444,94.0,,,,
692728027,21503.0,,,,
541947332,290289.26,,,,
744437756,9671.0,,,,
387830711,4675.91,,,,
696145714,28916.3,,,,
733941968,1035.0,,,,
257379328,1165449.21,,,,
430241142,61789.0,,,,
531997623,65763.98,,,,
368591673,8045.61,,,,
731056120,26831.0,,,,
695192811,30965.24,,,,
625490960,31305.43,,,,
532999999,5117.45,,,,
386707124,93986.83,,,,
520821584,1228.0,,,,
756052670,45083.97,,,,
670579356,6812.99,,,,
244181351,620.22,,,,
220588470,216726.22,,,,
728971256,140759.28,,,,
586266429,12520.28,,,,
308092343,44243.95,,,,
624581188,2068.91,,,,
161338216,45039.87,,,,
378528671,4101.21,,,,
186579769,73516.0,,,,
538715219,2941.04,,,,
785522550,30369.21,,,,
683484760,78243.15,,,,
347572328,10.0,,,,
525786774,4486.06,,,,
623598209,21616.0,,,,
270654574,65749.51,,,,
635368953,8913.52,,,,
337754075,5587.0,,,,
684872845,407.0,,,,
546913777,360.0,,,,
506616794,12104.65,,,,
343291362,683135.75,,,,
760432104,8552.96,,,,
156565850,1233030.42,,,,
593768825,12600.0,,,,
430550298,93346.34,,,,
122456931,12219.4,,,,
630085754,33061.0,,,,
138182823,103047.98,,,,
346844428,11514.12,,,,
742730141,100.0,,,,
154124005,446496.31,,,,
513470981,18590.5,,,,
747560928,130384.11,,,,
586454434,22773.06,,,,
795508561,13106.32,,,,
691218940,122795.18,,,,
650090626,11850.12,,,,
772397212,135612.75,,,,
249515660,893474.92,,,,
649616862,1204.0,,,,
567920388,73370.67,,,,
725256902,64326.87,,,,
386105927,19541.5,,,,
757483016,28660.0,,,,
769848251,9002.64,,,,
745880722,69353.48,,,,
256482471,14781.08,,,,
255867392,139922.0,,,,
590554574,5822.02,,,,
424503200,11647.0,,,,
800496401,2097.46,,,,
791338598,19890.0,,,,
530340524,41781.8,,,,
262463734,24476.96,,,,
518237477,21090.0,,,,
287913812,559533.78,,,,
376613766,9088.64,,,,
540510882,4254.0,,,,
674305752,33568.0,,,,
216340494,214704.0,,,,
764200530,773.96,,,,
251269375,322342.38,,,,
427383037,7494.88,,,,
644130146,7205.0,,,,
244301687,127854.71,,,,
569293536,19799.61,,,,
592522528,47418.99,,,,
250636610,1564242.16,,,,
517703726,117945.0,,,,
779950893,68713.71,,,,
702958272,534.94,,,,
154883227,420222.76,,,,
792709490,14480.0,,,,
648435486,20260.53,,,,
423283236,23409.47,,,,
748791340,152139.1,,,,
262841173,340343.97,,,,
380420329,2823.36,,,,
546562913,11138.0,,,,
161151700,48754.7,,,,
231894684,10661.98,,,,
389261750,9392.89,,,,
403773833,445399.22,,,,
366843668,22719.55,,,,
243509454,1023160.79,,,,
761403076,6138.0,,,,
547503096,1202376.2,,,,
645366261,1033774.05,,,,
616262935,8847.82,,,,
694465485,235.29,,,,
517022143,4988.9,,,,
261222904,359457.93,,,,
387215366,49283.0,,,,
583762066,20277.0,,,,
394150247,23103.88,,,,
640072474,5414.76,,,,
560609964,440127.89,,,,
281000419,526644.56,,,,
505649246,18749.28,,,,
780639756,27479.33,,,,
762419409,1298.0,,,,
158805063,231152.62,,,,
378004379,52597.06,,,,
790452769,69221.1,,,,
675533247,2972.7,,,,
256253128,777364.64,,,,
599517269,60679.29,,,,
698078487,95382.0,,,,
158264839,48183.87,,,,
397194457,16598.0,,,,
704028837,5999.0,,,,
624543376,40987.0,,,,
259089879,10892.72,,,,
255033725,1217.0,,,,
632247814,33419.07,,,,
296792693,2208.0,,,,
649483854,8022.7,,,,
159394240,68938.68,,,,
383424445,130222.58,,,,
770737118,111161.46,,,,
669350462,27510.0,,,,
386710673,7949.58,,,,
770710896,71276.25,,,,
262195160,258555.05,,,,
540523278,98823.54,,,,
427074763,20210.0,,,,
759090482,499.0,,,,
781173271,11008.0,,,,
503881248,10363.78,,,,
428805674,63461.0,,,,
695915677,1468.9,,,,
698481037,24455.0,,,,
304397880,3995.87,,,,
132710811,146501.85,,,,
697135553,1672.16,,,,
619749588,5437.1,,,,
230505970,28924.03,Московская область,050,0,001
268145271,992862.59,Московская область,050,0,001
235087368,300000.0,Московская область,050,0,001
360827479,73790.04314,Московская область,050,0,001
159054396,25990.15,Московская область,050,0,001
156443486,13577.38,Московская область,050,0,001
128196037,175689.16,Ярославская область,076,0,001
129956566,27119.99,Московская область,050,0,001
286024298,92285.27,Московская область,050,0,001
151029330,87761.02,Московская область,050,0,001
334770258,190.0,Московская область,050,0,001
250484369,17.2,Московская область,050,0,001
68295134,30276.0,Московская область,050,0,001
282994889,611637.20046,Московская область,050,0,001
161617253,8626.0,Московская область,050,0,001
165186995,65158.86,Московская область,050,0,001
132255270,56613.14,Московская область,050,0,001
274946045,4988.11,Ярославская область,076,0,001
156403157,467252.98,Ярославская область,076,0,001
90797627,29901.87,Московская область,050,0,001
140025477,37980.94,Московская область,050,0,001
311684353,13990.41,Московская область,050,0,001
215450915,168984.34,Московская область,050,0,001
122593002,2139.2,Московская область,050,0,001
3267439,52655.95,Московская область,050,0,001
117002934,346244.4,Московская область,050,0,001
275598868,28676.48,Московская область,050,0,001
265026444,70116.67,Московская область,050,0,001
287740237,49001.52,Московская область,050,0,001
352505572,7135.97,Ярославская область,076,0,001
342086405,42748.0,Московская область,050,0,001
339295561,10842.0,Московская область,050,0,001
3727567,443312.1102,Московская область,050,0,001
161407720,649955.99,Московская область,050,0,001
78639340,18479.12,Московская область,050,0,001
137976476,41336.57,Московская область,050,0,001
272522373,52344.14,Московская область,050,0,001
155938730,582989.08131,Московская область,050,0,001
215797413,209370.26563,Московская область,050,0,001
303888923,111719.04,Ярославская область,076,0,001
278160772,10739.0,Ярославская область,076,0,001
326557175,10.9,Московская область,050,0,001
295666642,25759.08,Московская область,050,0,001
239010715,167485.05,Московская область,050,0,001
257863684,435352.87,Московская область,050,0,001
237080724,1201818.77,Ярославская область,076,0,001
118021310,201924.07,Московская область,050,0,001
148620241,97871.66,Московская область,050,0,001
156610291,180709.29,Московская область,050,0,001
208053168,19924.5,Московская область,050,0,001
341225922,400919.32,Московская область,050,0,001
210443775,51302.98,Московская область,050,0,001
298071431,898.1,Московская область,050,0,001
115316881,62605.01,Московская область,050,0,001
152303744,457514.61,Московская область,050,0,001
116401597,119491.64,Московская область,050,0,001
137237263,553612.83595,Московская область,050,0,001
245879588,85286.14,Московская область,050,0,001
330632710,130123.46,Ярославская область,076,0,001
158577314,280368.6,Московская область,050,0,001
263322836,143571.41,Московская область,050,0,001
251602768,47867.92,Кировская область,043,0,005
272990714,7355.24,Московская область,050,0,001
299092877,264990.76,Московская область,050,0,001
258188804,455489.08,Московская область,050,0,001
274765454,14887.68,Московская область,050,0,001
239049231,373847.71,Московская область,050,0,001
286578253,12986.34,Московская область,050,0,001
132400598,470790.66,Московская область,050,0,001
268927436,385482.57,Московская область,050,0,001
288404458,479400.63,Московская область,050,0,001
269127495,2663.78,Московская область,050,0,001
100523660,19602.14,Московская область,050,0,001
321954817,117010.19,Московская область,050,0,001
239378797,246512.88,Московская область,050,0,001
255014377,532284.47566,Московская область,050,0,001
338448504,10111.74,Московская область,050,0,001
108084925,2939.79,Московская область,050,0,001
279817478,11528.0,Московская область,050,0,001
31382376,621682.3,Московская область,050,0,001
267773996,17871.05,Кировская область,043,0,005
251833021,192245.63,Московская область,050,0,001
256309564,31818.72,Московская область,050,0,001
276250546,165759.92,Ярославская область,076,0,001
277779196,105143.82,Московская область,050,0,001
259905333,21782.08,Московская область,050,0,001
320943435,352419.78,Московская область,050,0,001
143754084,75937.96,Московская область,050,0,001
160700053,166749.05,Московская область,050,0,001
163271442,28960.87,Ярославская область,076,0,001
248835767,39890.49,Московская область,050,0,001
37988801,76420.66,Московская область,050,0,001
51520325,843892.85,Московская область,050,0,001
350752389,12265.27,Ярославская область,076,0,001
357625163,7986.03,Московская область,050,0,001
16045826,399708.61,Московская область,050,0,001
273559428,112361.98,Московская область,050,0,001
117276266,2371.65,Московская область,050,0,001
250498765,68448.46,Кировская область,043,0,005
268408395,388404.1,Московская область,050,0,001
138023716,27582.72,Московская область,050,0,001
267690429,193497.31,Московская область,050,0,001
68200314,52205.24,Московская область,050,0,001
366519803,47053.7,Ярославская область,076,0,001
314311391,54910.77,Московская область,050,0,001
8064785,873791.34,Московская область,050,0,001
356308068,960.47,Московская область,050,0,001
238001429,4646.04,Ярославская область,076,0,001
343279131,5486.0,Московская область,050,0,001
